id	tweet	subtask_a	subtask_b	subtask_c
19632	 Why only a factchecking tweet for a Democrat I would expect these tweets for all political candidates Or does the AP only do this for Liberals	NOT		
15213	 Breitbart Who the hero Its sure NOT 	NOT		
12015	 Rivera is shit He is the last one left Our problems run through him The day we fire the better off we will be	NOT		
46669	 worry about college Your  min of fame is over and you have no clue	NOT		
85669	 Im calling it now he is still Superman but not for a long time I think WB is letting him do his own thing and down the road theyre going to gear up for Man of Steel 	NOT		
32491	 Its unfortunately not as cut and dry as all that Gun laws vary per state Even cities Compare Chicago that has extreme gun control with New York that has almost the same level Yet Chicago has horrible gun crime and NY not to that extent Criminals are the problem	NOT		
41783	 Hes so yesterday	NOT		
79318	 What about the other to girls was that sinnfeinn fault as well oh right its only the ex hard line republic you are interested in she is the only victim because she would do aunt thing to bad mouth sinnfeinn shame on you	NOT		
21915	 Love watching replays of election night  And watch the media completely m let down	NOT		
32612	 Two words Gun Control	NOT		
92498	 Im that nigger no lie	NOT		
84486	 Inviting war criminals to Canada is what Parliament does when ever its requested by British military intelligence I bet they told our Parliament to take in this latest batch of war criminals You vote for this treason Omar URL	NOT		
15165	 She is adorable	NOT		
92314	 Dang do his NC fans that pay the salaries know this 	NOT		
83134	GunControl BulletControl California Tries New Tack on Gun Violence Bullet Control via URL	NOT		
19736	 Thats right he is well said	NOT		
56852	 AWESOME  NEWS	NOT		
61756	 Cmon brah Go finish your mother fucking apple cider beer and shut the fuck up Adults are trying to have some fun on Twitter  URL	OFF	TIN	GRP
26975	 Shes a Liberal professor dog Always spewing her hatred against us Conservatives Youre going to HELL with the rest of the Sleaze BAGS	OFF	TIN	IND
19847	 Hope they bankrupt soon	OFF	TIN	OTH
67075	 But well make it through this dark patch History wont repeat itself The evil of antiSemitism cant count on the indifference and complicity that once killed millions The good people of the UK and Europe will stand up for each other You are important here 	NOT		
20646	 Strong characterstrong character Anybody as bitter as she is for being a sore loser has no character	OFF	TIN	IND
73204	 Because he is a scummy human being	OFF	TIN	IND
91429	 Twitter or msn would not care if he didnt have millions of followers and main stream wants full control of everyones brain Im sure Im shadowed banned from saying this	NOT		
84915	 nope that would be you	NOT		
29459	 Glad Im off both teams  Michelle Obama and BET	NOT		
10234	 Geez I hope British Labour is better than Australian Labor Cant see daylight between them amp the Conservatives Neoliberal to a tee they say they arent Well see which way they go in December  URL  Popularist at every turn  self interest URL	NOT		
22220	 He is normalizing 	NOT		
90712	 Ntknetwork News   Senate Set to Pass Bipartisan Bill to Combat Opioids MAGAA Prolife URL	OFF	TIN	GRP
32534	 He is such a con apparently finds are running low	OFF	TIN	IND
55987	 He is right	NOT		
47206	 I expect to see a lotta yetis wearing MAGA hats	NOT		
37277	 But then they add in MAVERICK who goes against every reason why they nerfed IQ who has been a player MOST of the player base DONT USE However bcoz PL players who play this game religiously can use her All of a sudden she is too OP for the whole community 	NOT		
86012	guns A A Second Amendment Zone is Ridiculous So Are Concealed Carry Laws  Daily Utah Chronicle The latest installment of the nations endless debate on gun control recently surfaced on the University of Utah campus A g URL URL	NOT		
60265	 Or like blm and liberals over the past couple of years	NOT		
17664	 He needs to butt out	NOT		
92867	 Im sure you are missing the irony here as does Bojan	NOT		
73245	 I still want yo know when you are doing stairway to heaven 	NOT		
23899	 Where is boy wonder on gun control	NOT		
39124	 Why would he order Cohen to print more money Its amazing how bad you are at this Or are you just dishonest and purposefully spreading fake news	OFF	TIN	IND
50364	 Thats funny she says she is a mental health counselor yet has displayed the actions of a complete paranoid phycho	NOT		
36049	 She is so dumb and clueless Pushing a pipe dream What fools they are that put her in office Sad FoxNews SocialismSucks	OFF	TIN	IND
16400	 You would do well in Austin Very blue you are as likely to find Wiccan folks as super conservatives	NOT		
85278	 This C is back Liberals are shortsighted aka stupid Crying Wolf is a favor to all of those past and future victims of rape and assault Like I said stupid	OFF	TIN	IND
54803	 Caribbros please fix oroshimaru he is broken he teleports and he can spawn a lot of snakes but players can only spawn one thing how are we onna beat him if he is so broken and glitchy	NOT		
35864	 It amazes me how much in synch you are with the man who commuted your prison sentence Its no wonder that you like each other	NOT		
11451	 Liberals have never been able to grasp consequencesyour example is the perfect responsehe will probably still be unable to understand it though	NOT		
93406	 I love the insights into a culture and a world I knew nothing about and Im able to relate to the characters who are unique in crime fiction	NOT		
39538	 on WhatPlatform is FundamentallyRestoringAMERICASpeaker will KonkU on UrLameBrain w Gavel	NOT		
51609	 Carrey is a sick man	OFF	TIN	IND
17469	 Nahhh you are	NOT		
26237	 Then do something about gun control laws	NOT		
29262	 UNDERSTOOD Sir Nation HUNKERED DOWN in our COMMITMENT  help you MAGA in your God given STABLE GENIUS words Till The Bitter End God speed Tziyon Shalom Con musica Lucho Latin Jazz VocalistampComposer	NOT		
97654	 And we I will salute Jim Carey by boycotting his movies and media 	NOT		
47122	 Eric HolderGlobalist Evil personified	OFF	TIN	IND
61599	 She is a lying leftist	OFF	TIN	IND
14271	 What death threats Antifa is not sitting outside her house like they have with Republicans Why did she scrub all her social media	OFF	TIN	IND
40202	 Gutierrez youre such a liar thats all you guys are good for	OFF	TIN	IND
81417	 God is so good	NOT		
17380	 REMEMBER THE LIBERALS FOUGHT FOR OUR FREEDOM THE CONSERVATIVES SIDED WITH THE BRITISH	NOT		
75339	 Hi sexy	OFF	TIN	IND
63246	 Of course he will not He is a strong supporter of ANTIFA and BLM	NOT		
99697	 Good Lird she is a disgusting representation of a human being	OFF	TIN	IND
56391	 It really is My abs are lot more defined but I miss lifting heavy ass weight Thank you girl	OFF	UNT	
64888	 Nigga you are about to lose	OFF	TIN	IND
45396	 He is Romanian	NOT		
40031	 Fuckin love king tulip	NOT		
90554	 lmao You call this courage  Courageous act will be she tearing apart say Quran and then you claiming she is your kind of woman  Majority of Hindus still dont get offended by such acts no matter what MSM is showing these days	NOT		
22207	 Yes American women are waitingto be allowed to continue SLAUGHTERING babies Mao Stalin and Hitler all killed babies too Liberals are pathetic whiney crooked yet say we are for the children except they slaughter babies	OFF	TIN	GRP
24771	 Uns connects fixolas ahha	NOT		
58638	 The idea that capitalists like competition is a joke Capitalists like nothing more than a governmentsanctioned monopoly on an essential public service if they didnt then theyd spend less time lobbying the British government	NOT		
72099	 Limousine Liberals and Western Feminists have much in common but their mutual sanctimony stands out for all to see URL	NOT		
59153	 Maybe we do need gun control Lefties can not handle the responsibility	OFF	UNT	
12754	 Hes got his wee fake tap fae Turkey on to prove how loyal he is	OFF	TIN	OTH
41861	 The American people are going to vote RED on November to save our country from the UNAMERICAN Dems amp liberals	NOT		
79061	 she is you arent	NOT		
78422	 unleashed No your Lowliness its the beginning on an exorcism against the evil in the Body of Christ known as the leaders of the Catholic Church	OFF	UNT	
17853	 Only got Woman anatomy model and connect crewneck 	NOT		
56099	What if I told you theres a group in Israel amp in America that has been controlling US foreign policiy for decades using spie lies amp quasi blackmail schemes would you believe me MAGA AmericaFirst The URL	OFF	TIN	IND
33110	  Gun Control MGK DISS URL via fucking new Em wouldnt let the shit slide he was playin wit da kid 	OFF	TIN	IND
13794	 He drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw His right eye which is connected to his left brain saw the hammer PSYC	OFF	TIN	IND
15548	 He is gay Hes a sick pervert he gets on my nerves	OFF	TIN	IND
50379	 and liberals do  yea whatever URL	NOT		
30740	 I want to see this corrupt bitch in Gitmo for her birthday URL	OFF	TIN	IND
67949	 You are probably the best politician Ive heard in a long whilewish you were in Illinois	NOT		
71630	 And Antifa idiots forced them to use their medicare to fix the broken parts of their body caused by Antifa Requiring other people who do have kindness for others to pick up their wheelchairs they were thrown from and help them until the ambulance arrived	NOT		
