test_case	id	source	language	text	task1	task2
EXIST2021	3652	twitter	es	FeriadelLibroÑuñoa  Conversemos con Isabel Allende  En Mujeres del alma mía Allende  se sumerge en sus concepciones sobre feminismo en un ensayo personal donde desentraña la lucha contra el sistema patriarcal  Conéctate a YouTube este viernes  	non-sexist	non-sexist
EXIST2021	3653	twitter	es	Mis mutuals nunca sirvieron para nada pésimo servicio	non-sexist	non-sexist
EXIST2021	3654	twitter	es	 Dan asco por que mierda tengo que verle las tetas a estas pelotudas	sexist	objectification
EXIST2021	3655	twitter	es	 Holaaaa	non-sexist	non-sexist
EXIST2021	3656	twitter	es	   pero que dices payaso love Simeone all my homies le comían la polla al cholo	non-sexist	non-sexist
EXIST2021	3657	twitter	es	 Yyy con las cosas q dice se merece eso y mas	non-sexist	non-sexist
EXIST2021	3658	twitter	es	Igualdad de derechos ante la ley para hombres y mujeres en Paraguay promulgó la inconstitucional ley  cuando debió vetarla pero ahora viene a hablarnos contra el feminismo y grupos de izquierdanonosengañanmás alguientienequedecirlo 	non-sexist	non-sexist
EXIST2021	3659	twitter	es	 Buenas noches preciosa Gracias Feliz y bendecido descanso MeTooDiosConNosotras Abrazos DulcesSueños  	non-sexist	non-sexist
EXIST2021	3660	twitter	es	 La mugre que dejaron las señoritas de pañuelos verdes Una vergüenza los diputados sin palabras No se olviden cuando vayan a votar	non-sexist	non-sexist
EXIST2021	3661	twitter	es	  Esa si es una mujer empoderada	non-sexist	non-sexist
EXIST2021	3662	twitter	es	Estela de Carlotto en CronicaAnunciadaHoy es un día para brindar por los derechos de las mujeres 	non-sexist	non-sexist
EXIST2021	3663	twitter	es	 Redoblante por medio festejando un genocidio El día más triste  esas mujeres abrazándose  festejando la muerte de un bebé angelito  sin poder defenderse  Cuanta tristeza 	sexist	ideological-inequality
EXIST2021	3664	twitter	es	El punto acá es que se pida que ele aborto sea legal no significa que todas las mujeres van a estar obligadas a abortar si quieres tener tu criatura fino pero deja que aquellas que no lo buscaron puedan interrumpir voluntariamente su embarazo Cuesta entender eso 	non-sexist	non-sexist
EXIST2021	3665	twitter	es	Metrópoli Presentan iniciativa para castigar de  a  años de cárcel a quien cometa acoso sexual valiéndose de su posición jerárquica en la CDMX  Entérate rb 	non-sexist	non-sexist
EXIST2021	3666	twitter	es	 La tetona debe entender que no es necesario vestir a los niños de nenas para que comprendan el rol de las mujeres Basta con la explicación y por ejemplo hacerlos trabajar en grupo junto con las chicas exigiéndoles respeto Las mismas maestras deben hacer comprender desde	sexist	misogyny-non-sexual-violence
EXIST2021	3667	twitter	es	  pobre con tanta mujer al volante y va y se sienta junto a una rotonda 	sexist	stereotyping-dominance
EXIST2021	3668	twitter	es	 cómo amo a las mujeres que hermosas que son las mujeres me encantan las mujeres son preciosas las mujeres gracias por existir mujeres soy trola por ustedes mujeres las mujeres son lo más lindo que hay dios qué bellas las mujeres me encantan mujeres sepan que las amo	non-sexist	non-sexist
EXIST2021	3669	twitter	es	 Esque de tantas parejas que a revelado me sorprende que no le caigan fuertes demandas por violar la privacidad de los idols nose como sigue funcionando esa empresa	non-sexist	non-sexist
EXIST2021	3670	twitter	es	SalarioRosa Cadia día son mas las mujeres beneficias que día a día sacan a su familia adelante 	non-sexist	non-sexist
EXIST2021	3671	twitter	es	Tanto vas a mirar gorda lechón	sexist	misogyny-non-sexual-violence
EXIST2021	3672	twitter	es	A kokichi se le subió la fama kokichicanceled	non-sexist	non-sexist
EXIST2021	3673	twitter	es	    HYLTWORLDWIDESTREAMING por favor hagan stream a HYLT estamos muy cerca de perder el puesto número  del mv mas visto del  por las chicas  HYLTWORLDWIDESTREAMING	non-sexist	non-sexist
EXIST2021	3674	twitter	es	se lo merece todo  	non-sexist	non-sexist
EXIST2021	3675	twitter	es	la chica	non-sexist	non-sexist
EXIST2021	3676	twitter	es	 Esta mujer es buena tipa	non-sexist	non-sexist
EXIST2021	3677	twitter	es	El Aborto no es reponsabilidad exclusiva de la mujer La culpa se comparte mitad mujeres y mitad hombres el feto es Espermatozoide y  Ovulo No lo olviden y si lo hacen sean responsables tomen las pastillas y usen condon para evitar llamar a su hijo Problema en el futuro	non-sexist	non-sexist
EXIST2021	3678	twitter	es	  De ninguna manera ninguna mujer debe aceptar que las agredan Pero los supuestos defensores de mujeres deberían serlo siempre no solo con algunas O más que defensores de mujeres son defensores de una ideología	non-sexist	non-sexist
EXIST2021	3679	twitter	es	paki reprimida	non-sexist	non-sexist
EXIST2021	3680	twitter	es	Sra Corrupta le recomiendo no perder su tiempo y vaya a realizarle otra entrevista a Sagastegui y dígale que aunque esté encargado de la Presidencia tiene la responsabilidad de conducir al país y que el TC no es su mamá donde acude cada vez que el Congreso decide fregar 	non-sexist	non-sexist
EXIST2021	3681	twitter	es	  Si ud quiere cortese un brazo una pierna la cabezacorte sus trompas de falopioQuiénes están esclavizadas Ud solo usa falacias Y mentirasSupuestamente defiende a las mujeres pero promueve su muerte desde el vientre materno también de varones xq promueve el odio	sexist	ideological-inequality
EXIST2021	3682	twitter	es	            Para fascistas el chepas y su camarilla que están todo el día escupiendo odio por la boca llamando a romper mobiliario urbano deseando azotar mujeres hasta sangrar o salir a la calle a cazar gente que no piensa igual Si eso no es fascismo el fascismo no existe	non-sexist	non-sexist
EXIST2021	3683	twitter	es	     A ver cuántos se tardan las feminazis en venir a fregar con su cantaleta de PoR EsO dEBemOs MTarLos En EL BiEntre Avorto Legal Y gratiS Serà Ley	sexist	ideological-inequality
EXIST2021	3684	twitter	es	Yo creo que mi madre en verdad es una bollera reprimida o algo si no no me lo explico	sexist	stereotyping-dominance
EXIST2021	3685	twitter	es	    Y como combatir los embarazos no deseados Ya se Vasectomía para TODOS los hombres aunque no lo quieran	non-sexist	non-sexist
EXIST2021	3686	twitter	es	La lucha de clases se subroga en la lucha de castas que no se diga que no se ha avisadoLa ciudadanía en igualdad de derechos sale tan rápido como entró justo para deslegitimar reivindicaciones y descargar malas conciencias la sustituye la igualdad de derechos entre iguales 	non-sexist	non-sexist
EXIST2021	3687	twitter	es	Hdpt como le van a hacer eso a una niña porfavor ayuden a denunciar es una niña man como carajs le vas a hacer eso solo tiene  años OCHO aun ais no sea menor de edad es un delito porfavor compartan y ayuden aunque ya es tarde intentemos hacer algo 	non-sexist	non-sexist
EXIST2021	3688	twitter	es	RAPDER CAMPEON MUNDIAL ZORRAS	sexist	misogyny-non-sexual-violence
EXIST2021	3689	twitter	es	azhra pero que guarra eres me estaba vistiendo que tenía el pijama aún 	non-sexist	non-sexist
EXIST2021	3690	twitter	es	El objetivo del diseño fue transformar un espacio histórico oscuro en un ambiente luminoso y cálido que fomente el empoderamiento de las mujeres y establezca una base sólida para el futuro	non-sexist	non-sexist
EXIST2021	3691	twitter	es	Le mandé esa foto a Flor y no me la está poniendo en fin así son las feministas	sexist	ideological-inequality
EXIST2021	3692	twitter	es	 q fea tu cuenta borrala 	non-sexist	non-sexist
EXIST2021	3693	twitter	es	El hecho de como su vida inspira a muchas personas por toda constancia que tuvo para lograr sus metas  Además ella habla tantos idiomas y se aprende las cosas muy rápido Literal es tan inteligente y es fácil admirar a una mujer así	non-sexist	non-sexist
EXIST2021	3694	twitter	es	 estás tonto o que te pasa paleto si que eres tú piensa lo que te de la gana pero no insultes ten respeto y digo la verdad no era una ofensa a la mujer es un dicho chaval lo que pasa que si tienes pinta de paleto infórmate mejor anda que no soy el primero que dice ese dicho	non-sexist	non-sexist
EXIST2021	3695	twitter	es	 Jajajajajapariguayo opticotu no eres dominicano tu un mierdosolos que nos sentimos hombres dominicanos de verdadrechazamos que se siga maltratando a nuestras mujeres domimicanasNO MAS VIOLENCIA CONTRA NUESTRA MUJERES DOMINICANAS	non-sexist	non-sexist
EXIST2021	3696	twitter	es	no le queda una a soldano la puta madre	non-sexist	non-sexist
EXIST2021	3697	twitter	es	    de menores o de mujeres que no tienen suficiente dinero o no están preparadas psicológicamente  para tener un bebe no le veo problema pero ahora si cualquier mujer puede abortar GRATIS lo veo mal ademas de asesinar a un bebe y para colmo para que despues vengan diciendo sigo	sexist	ideological-inequality
EXIST2021	3698	twitter	es	   Ok pero ese feminismo no tiene nada que ver con el hembrismo actual el movimiento actual es totalmente adocttrinado marxista y socialista	sexist	ideological-inequality
EXIST2021	3699	twitter	es	 Que le den el puro pescuezo del ganso a doña lili haber si así se consuela ella misma ya que su marido es muy precoz Ho muy pendejo para calmarle las calenturas a doña frígida tellez	sexist	misogyny-non-sexual-violence
EXIST2021	3700	twitter	es	   Y bañarse desnudo con ellos Este ejemplar me contó lo contrario que este humano se dejó sodomizar por todo el  grupo de cetáceos de ahí el besito de despedida	non-sexist	non-sexist
EXIST2021	3701	twitter	es	que ha pasao con la chica esa rara de tiktok que no recuerdo como se llama la rubia tonta que se cree graciosa	sexist	misogyny-non-sexual-violence
EXIST2021	3702	twitter	es	 ESA Q TOCA EL BOMBO ALGUIEN  SE LE ANOMA ES UNA MARIMACHOX DIOS Q DECADENCIA LA JOBENES 	sexist	stereotyping-dominance
EXIST2021	3703	twitter	es	En España no todos los españoles tienen acceso al agua que necesitan es un problema que exige una respuesta coordinada y firme frente a la división y el enfrentamiento entre territorios que promueve el Gobierno central El agua es desarrollo crecimiento igualdad y justicia 	non-sexist	non-sexist
EXIST2021	3704	twitter	es	   Calmadas señoritas que todas tienen su toque y cada una de ustedes son necesarias para los objetivos que todos deberíamos seguir No nos tomemos las cosas tan a pecho Abrazos	non-sexist	non-sexist
EXIST2021	3705	twitter	es	  Vivo en la zona del Eifel y mi experiencia ha sido otra En mi empresa se protestó y discutió por todas las medidas anti Covid que yo propuse La gente me pareció muy egoísta y niñata Las mascarillas cuando solo eran voluntarias solo las llevaba servidora	non-sexist	non-sexist
EXIST2021	3706	twitter	es	 Cocodrila es Acá la única lagartona sos vos	sexist	misogyny-non-sexual-violence
EXIST2021	3707	twitter	es	ProhibidoOlvidar Quien a Gobernado esto salís usando a  el traidores es Lasso a no dejarse engañar Las leyes fueron apoyadas aprobadas con votos de su partido político mantuvo una estrecha amistad con Romo hoy destituida ElPeorPresidenteDeLaHistoria es LassoEsMoreno 	non-sexist	non-sexist
EXIST2021	3708	twitter	es	 será histórico Golpe a la democracia en USA y la mayor época de censura en las Redes sociales La libertad de expresión se hace más estrecha 	non-sexist	non-sexist
EXIST2021	3709	twitter	es	Los hombres son los que más piratería consumen siendo ropa tenis y cargadores de celular los productos más asiduos 	non-sexist	non-sexist
EXIST2021	3710	twitter	es	  Tal cual pues el machismo no es sólo de los hombres hay muchas mujeres asíNunca entendí porque no pueden respetar la igualdadTal vez exista miedo de saber que los hombres son inferiores en muchos aspectos	sexist	ideological-inequality
EXIST2021	3711	twitter	es	 Envidia por favor Mírate das pena y recuerda yo tengo lo que tú quieres tener FEMINAZI	sexist	ideological-inequality
EXIST2021	3712	twitter	es	 Mateo son de izquierdas feminazi e medio bollera prendo coma o coche de Romain Grosjean ao entrar na Iglesia	sexist	objectification
EXIST2021	3713	twitter	es	   Q ya lo hemos visto niño q pareces una puta pelota billar pero q tiene q ver mi madre con está conversación Los familiares se respetan y q sepas q a  le he carrileado en cada puto torneo q hemos jugado	non-sexist	non-sexist
EXIST2021	3714	twitter	es	Un hombre que huela rico es un hombre que no necesita labiaY a que no saben Yo vendo perfumes baratitos y bien bonitos Comprenme perfumes	non-sexist	non-sexist
EXIST2021	3715	twitter	es	Tanta máscara de empoderamiento para pasar encima de los demás	non-sexist	non-sexist
EXIST2021	3716	twitter	es	Diga lo que diga una amiga de verdad hubiera dado la cara y hubiese defendido públicamente a su amiga no hubiese escondido el culo y cerrado el orto mientras le cargaban la carrera a su mejor amiga y está perfecto que miley diga que no fue buena amiga	non-sexist	non-sexist
EXIST2021	3717	twitter	es	 PeroMira zorra tu que me das bloq yo que te busco con otra acc y te bajo la cuenta	sexist	misogyny-non-sexual-violence
EXIST2021	3718	twitter	es	Aquí con las señoritas   y  también estaba  pero no me saque foto con ella c 	non-sexist	non-sexist
EXIST2021	3719	twitter	es	Salvaje  Trailer Oficial Español Un inocente percance del día a día se convertirá rápidamente en pesadilla cuando una mujer toca el claxon en el momento equivocado al tipo equivocado Ira al volante es una expresión que se queda corta para	non-sexist	non-sexist
EXIST2021	3720	twitter	es	Casi siempre que tienes que aclarar que no haces daño a nadie queda una sensaciom rara en el ambiente O sea yo se que siendo como soy hago daño a gente a quien piensa por ejemplo que las mujeres somos una minoría Pero es un daño que hay que asumir noEs como	non-sexist	non-sexist
EXIST2021	3721	twitter	es	Bueno al fin voy a decir lo que pienso de la serie y es que es mucho mejor de lo que pensaba que iba a ser Al principio me costo mucho engancharme porque tenía en la cabeza la crítica de Gloria Steinem pero me gustó mucho las diferentes perspectivas sobre el feminismo 	non-sexist	non-sexist
EXIST2021	3722	twitter	es	El tribunal concluye que existe prueba de cargo suficiente para desvirtuar la presunción de inocencia de los acusados LaManada Jaén  	non-sexist	non-sexist
